experiment,year,start date,end date,plot,operation,flag,intensity,operation_type,amount,unit,water,water_unit,crop,variety,dressing,machine
R/CS/505,2000,28-Apr-2000,,WW,Punch C,1,,chemical pest control process,0.8,l/ha,220,l/ha,,,,
R/CS/505,2000,28-Apr-2000,,LP,Bravo 500,1,,chemical pest control process,0.5,l/ha,220,l/ha,,,,
R/CS/505,2000,28-Apr-2000,,LP,Folicur,1,,chemical pest control process,0.5,l/ha,220,l/ha,,,,
R/CS/505,2000,09-May-2000,,RAW,Bavistin DF,1,,chemical pest control process,1.0,kg/ha,100,l/ha,,,,
R/CS/505,2000,09-May-2000,,RAW,Hallmark with Zeon Technology,1,,chemical pest control process,75,ml/ha,100,l/ha,,,,
R/CS/505,2000,22-May-2000,,WW,Opus,1,,chemical pest control process,0.75,l/ha,220,l/ha,,,,
R/CS/505,2000,22-May-2000,,BEW,Bravo 500,1,,chemical pest control process,1.0,l/ha,220,l/ha,,,,
R/CS/505,2000,22-May-2000,,BEW,Folicur,1,,chemical pest control process,0.5,l/ha,220,l/ha,,,,
R/CS/505,2000,22-May-2000,,PEW,Bravo 500,1,,chemical pest control process,2.0,l/ha,220,l/ha,,,,
R/CS/505,2000,22-May-2000,,PEW,Ronilan FL,1,,chemical pest control process,0.75,l/ha,220,l/ha,,,,
R/CS/505,2000,24-May-2000,,OW,27% N,1,,agronomic fertilization process,259,kg/ha,,,,,,by hand
R/CS/505,2000,16-Jun-2000,,"OW,WW",Folicur,1,,chemical pest control process,0.75,l/ha,200,l/ha,,,,
R/CS/505,2000,16-Jun-2000,,PWW,Compass,1,,chemical pest control process,3.0,l/ha,200,l/ha,,,,
R/CS/505,2000,16-Jun-2000,,PEW,Aphox,1,,chemical pest control process,280,kg/ha,200,l/ha,,,,
R/CS/505,2000,04-Jul-2000,,LP,Folicur,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/CS/505,2000,04-Jul-2000,,LP,Aphox,1,,chemical pest control process,280,kg/ha,200,l/ha,,,,
R/CS/505,2000,04-Jul-2000,,LP,Enhance fallow Foam,1,,chemical pest control process,50,ml/ha,200,l/ha,,,,
R/CS/505,2000,12-Jul-2000,,RAW,Azural,1,,chemical pest control process,4.0,l/ha,200,l/ha,,,,
R/CS/505,2000,23-Jul-2000,,RAW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,25-Jul-2000,,RAW,straw baled,1,,baling process,,,,,,,,
R/CS/505,2000,26-Jul-2000,,LNW,Enhance fallow Foam,1,,chemical pest control process,400,ml/ha,400,l/ha,,,,
R/CS/505,2000,26-Jul-2000,,LNW,Reglone,1,,chemical pest control process,3.0,l/ha,400,l/ha,,,,
R/CS/505,2000,31-Jul-2000,,PEW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,01-Aug-2000,,LNW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,02-Aug-2000,,OW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,02-Aug-2000,,"LNW,OW,PEW",straw baled,1,,baling process,,,,,,,,
R/CS/505,2000,06-Aug-2000,,WW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,13-Aug-2000,,WW,straw baled,1,,baling process,,,,,,,,
R/CS/505,2000,17-Aug-2000,,BEW,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,06-Sep-2000,,LP,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/505,2000,,,,W. wheat 1998 and 1999.,1,,previous cropping,,,,,,,,
R/CS/505,2000,,,,wheat sampled were taken in June to assess root and stem base diseases. Soil was sampled after harvest and used in bioassays to measure the take-all infectivity. 103,1,,comment,,,,,,,,
R/CS/511,1999,08-Aug-1998,,,baled,1,,baling process,,,,,,,,
R/CS/511,1999,09-Aug-1998,,,"swathed barley, completed.",1,,windrowing,,,,,,,,
R/CS/511,1999,20-Aug-1998,21/08/1998,,shakerated,1,,tillage process,,,,,,,,
R/CS/511,1999,29-Aug-1998,,,rolled,1,1,tillage process,,,,,,,,
R/CS/511,1999,01-Sep-1998,02-Sep-1998,,ploughed,1,,tillage process,,,,,,,,
R/CS/511,1999,01-Sep-1998,02-Sep-1998,,furrow pressed,1,1,tillage process,,,,,,,,
R/CS/511,1999,04-Sep-1998,,CON,seed combination drilled,1,,seeding process,120,seeds/m2,,,,Apex,Lindex-Plus FS,Accord drill
R/CS/511,1999,04-Sep-1998,,IME,Combination drilled,1,,chemical pest control process,120,seeds/m2,,,,,,Accord drill
R/CS/511,1999,04-Sep-1998,,LL,Combination drilled,1,,chemical pest control process,120,seeds/m2,,,,,,Accord drill
R/CS/511,1999,04-Sep-1998,,RR,Combination drilled,1,,chemical pest control process,120,seeds/m2,,,,,,Accord drill
R/CS/511,1999,07-Sep-1998,,,Hardy,1,,chemical pest control process,7.5,kg/ha,,,,,,
R/CS/511,1999,18-Sep-1998,,,Stefes Cypermethrin 2,1,,chemical pest control process,250,ml/ha,200,l/ha,,,,
R/CS/511,1999,18-Sep-1998,,,Hardy,1,,chemical pest control process,7.5,kg/ha,,,,,,
R/CS/511,1999,24-Sep-1998,,,34.5% N,1,,agronomic fertilization process,120,kg/ha,,,,,,
R/CS/511,1999,28-Sep-1998,,CON,Butisan S,1,,chemical pest control process,1.5,l/ha,200,l/ha,,,,
R/CS/511,1999,09-Oct-1998,,IME,Imazamox,1,,chemical pest control process,1.75,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,RR,Roundup Biactive,1,,chemical pest control process,3.0,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,LL,Harvest,1,,chemical pest control process,0.6,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,LL,Liberty,1,,chemical pest control process,2.4,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,CON,Laser,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,CON,Cropoil,1,,chemical pest control process,2.0,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,,Punch C,1,,chemical pest control process,0.4,l/ha,200,l/ha,,,,
R/CS/511,1999,11-Nov-1998,,,Stefes Cypermethrin 2,1,,chemical pest control process,250,ml/ha,200,l/ha,,,,
R/CS/511,1999,13-Nov-1998,,R2 IME,Laser,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/CS/511,1999,13-Nov-1998,,R2 IME,Cropoil,1,,chemical pest control process,2.0,l/ha,200,l/ha,,,,
R/CS/511,1999,10-Feb-1999,,,34.5% N,1,,agronomic fertilization process,300,kg/ha,,,,,,
R/CS/511,1999,24-Feb-1999,,,Punch C,1,,chemical pest control process,0.4,l/ha,200,l/ha,,,,
R/CS/511,1999,04-Mar-1999,,,34.5% N,1,,agronomic fertilization process,300,kg/ha,,,,,,
R/CS/511,1999,16-Apr-1999,,,Profol RM,1,,chemical pest control process,3.0,kg/ha,200,l/ha,,,,
R/CS/511,1999,16-Apr-1999,,,Hallmark,1,,chemical pest control process,150,ml/ha,200,l/ha,,,,
R/CS/511,1999,29-Apr-1999,,,Bavistin DF,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/CS/511,1999,29-Apr-1999,,,Ronilan FL,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/CS/511,1999,29-Apr-1999,,,Hallmark,1,,chemical pest control process,100,ml/ha,200,l/ha,,,,
R/CS/511,1999,14-Jul-1999,,,Reglone,1,,chemical pest control process,3.0,l/ha,400,l/ha,,,,
R/CS/511,1999,14-Jul-1999,,,Enhance,1,,chemical pest control process,400,ml/ha,400,l/ha,,,,
R/CS/511,1999,21-Ju1-1999,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/511,1999,21-Ju1-1999,,,straw chopped,1,,residue management process,,,,,,,,
R/CS/511,1999,,,,"W. wheat 1997, w. oats 1998.",1,,previous cropping,,,,,,,,
R/CS/511,1999,,,,Because of contractual reasons the yields are not published in this edition.,1,,comment,,,,,,,,
R/CS/511,2000,24-Jul-1999,,R2,ploughed,1,,tillage process,,,,,,,,
R/CS/511,2000,18-Aug-1999,,,Triple superphosphate,1,,agronomic fertilization process,580,kg/ha,,,,,,
R/CS/511,2000,25-Aug-1999,,RL,ploughed,1,,tillage process,,,,,,,,
R/CS/511,2000,06-Sep-1999,,R2,PDQ,1,,chemical pest control process,3.0,l/ha,200,l/ha,,,,
R/CS/511,2000,06-Sep-1999,,R2,Enhance fallow Foam,1,,chemical pest control process,100,ml/ha,200,l/ha,,,,
R/CS/511,2000,09-Sep-1999,,,seed combination drilled,1,,seeding process,250,seeds/m2,,,,Riband,,Accord drill
R/CS/511,2000,09-Sep-1999,,,rolled,1,1,tillage process,,,,,,,,
R/CS/511,2000,14-Sep-1999,,,PBI Slug Pellets,1,,chemical pest control process,8.0,kg/ha,,,,,,
R/CS/511,2000,15-Oct-1999,,,Cyperkill 10,1,,chemical pest control process,250,ml/ha,200,l/ha,,,,
R/CS/511,2000,03-Nov-1999,,,Duplosan,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/CS/511,2000,03-Nov-1999,,,Tolkan Turbo,1,,chemical pest control process,2.0,l/ha,200,l/ha,,,,
R/CS/511,2000,03-Nov-1999,,,Cyperkill 10,1,,chemical pest control process,250,ml/ha,200,l/ha,,,,
R/CS/511,2000,14-Dec-1999,,,Hawk,1,,chemical pest control process,2.5,l/ha,200,l/ha,,,,
R/CS/511,2000,14-Dec-1999,,,Cropoil,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/CS/511,2000,01-Apr-2000,,,BASF 3C Chlormequat 720,1,,chemical pest control process,2.0,l/ha,200,l/ha,,,,
R/CS/511,2000,01-Apr-2000,,,Moddus,1,,chemical pest control process,0.2,l/ha,200,l/ha,,,,
R/CS/511,2000,24-Apx-2000,,,Landmark,1,,chemical pest control process,0.5,l/ha,100,l/ha,,,,
R/CS/511,2000,27-Apr-2000,,,"Sulphur Gold (30.08 N, 7.69 S),",1,,agronomic fertilization process,500,kg/ha,,,,,,
R/CS/511,2000,16-Aug-2000,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/CS/511,2000,,,,"W. oats 1998, w. rape 1999.",1,,previous cropping,,,,,,,,
R/CS/511,2000,,,,(1) Estimates of seed loss from combine harvesting were made ín July and August 1999. Weed Cultivations were assessed in October and March. Rape seed in soil sampled were counted in January and weed biomass was measured in June.,1,,comment,,,,,,,,
R/CS/511,2000,,,,Because of contractual reasons the yields are not published in this edition.,1,,comment,,,,,,,,
R/M/5,1998,26-Aug-1997,,,ploughed,1,,tillage process,,,,,,,,
R/M/5,1998,26-Aug-1997,,,furrow pressed,1,1,tillage process,,,,,,,,
R/M/5,1998,26-Aug-1997,,,rolled,1,1,tillage process,,,,,,,,
R/M/5,1998,27-Aug-1927,,"CROPCBRM -, A, B, C, D",rotary harrowed,1,1,tillage process,,,,,,,,
R/M/5,1998,27-Aug-1927,,"CROPCBRM -, A, B, C, D",seed drilled,1,,seeding process,120,seeds/m2,,,,Apex,undressed,drilled
R/M/5,1998,27-Aug-1997,,CROPCHEM TR,seed broadcast,1,,seeding process,8.8,kg/ha,,,,Salut,undressed,broadcast
R/M/5,1998,03-Oct-1997,,,Clayton Metazachlor,1,,chemical pest control process,1.5,l/ha,200,l/ha,,,,
R/M/5,1998,22-Oct-1992,,CROPCHEM A,Agral,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/M/5,1998,29-Oct-1997,,CROPCHEM A,Agral,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/M/5,1998,07-Nov-1997,,,Punch C,1,,chemical pest control process,0.4,l/ha,200,l/ha,,,,
R/M/5,1998,13-Nov-1997,,CROPCHEM A,Agral,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/M/5,1998,04-Feb-1998,,,34.5% N,1,,agronomic fertilization process,290,kg/ha,,,,,,
R/M/5,1998,17-Feb-1998,,,Folicur,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/M/5,1998,19-Feb-1998,,,Laser,1,,chemical pest control process,0.75,l/ha,100,l/ha,,,,
R/M/5,1998,19-Feb-1998,,,Chiltern Cropoil,1,,chemical pest control process,1.0,l/ha,100,l/ha,,,,
R/M/5,1998,25-Feb-1998,,CROPCHEM A,AJH/8/158,1,,chemical pest control process,50,kg/ha,10.4,l/ha,,,,
R/M/5,1998,02-Mar-1998,,,34.5% N,1,,agronomic fertilization process,350,kg/ha,,,,,,
R/M/5,1998,31-Mar-1998,,CROPCHEM A,AJH/8/158,1,,chemical pest control process,50,kg/ha,10.4,l/ha,,,,
R/M/5,1998,27-Apr-1998,,,Ronilan FL,1,,chemical pest control process,1.0,l/ha,200,l/ha,,,,
R/M/5,1998,16-Jul-1998,,,Reglone,1,,chemical pest control process,3.0,l/ha,400,l/ha,,,,
R/M/5,1998,16-Jul-1998,,,Headland Enhance LF,1,,chemical pest control process,400,ml/ha,400,l/ha,,,,
R/M/5,1998,24-Jul-1998,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/M/5,1998,,,,"S. barley 1996, w. wheat 1997",1,,previous cropping,,,,,,,,
R/M/6,1997,23-Jul-1996,,,Chalk,1,,chemical pest control process,2.5,t/ha,,,,,,
R/M/6,1997,26-Jul-1996,,,ploughed,1,,tillage process,,,,,,,,
R/M/6,1997,26-Jul-1996,,,furrow pressed,1,1,tillage process,,,,,,,,
R/M/6,1997,26-Jul-1996,,,rolled,1,1,tillage process,,,,,,,,
R/M/6,1997,30-Aug-1996,,,springtine cultivated,1,1,tillage process,,,,,,,,
R/M/6,1997,30-Aug-1996,,"CROPCHEM -, A, B, C, D",rotary harrowed,1,1,tillage process,,,,,,,,
R/M/6,1997,30-Aug-1996,,"CROPCBRM -, A, B, C, D",seed drilled,1,,seeding process,120,seeds/m2,,,,Apex,undressed,drilled
R/M/6,1997,30-Aug-1996,,CROPCHEM TR,rotary harrowed,1,1,tillage process,,,,,,,,
R/M/6,1997,30-Aug-1996,,CROPCHEM TR,seed drilled,1,,seeding process,120,seeds/m2,,,,Salut,undressed,drilled
R/M/6,1997,30-Aug-1996,,,rolled,1,1,tillage process,,,,,,,,
R/M/6,1997,24-Sep-1996,,CROPCHEM TR,seed broadcast,1,,seeding process,90,seeds/m2,,,,Salut,,broadcast
R/M/6,1997,27-Sep-1996,,,Irrigated,1,,irrigation process,25,mm,,,,,,
R/M/6,1997,30-Oct-1996,,,Butisan S,1,,chemical pest control process,1.5,l/ha,200,l/ha,,,,
R/M/6,1997,28-Feb-1997,,,34.5% N,1,,agronomic fertilization process,175,kg/ha,,,,,,
R/M/6,1997,18-Mar-1997,,,34.5% N,1,,agronomic fertilization process,350,kg/ha,,,,,,
R/M/6,1997,09-Jul-1997,,,Reglone,1,,chemical pest control process,3.0,l/ha,400,l/ha,,,,
R/M/6,1997,09-Jul-1997,,,Vassgro Non-ionic,1,,chemical pest control process,392,ml/ha,400,l/ha,,,,
R/M/6,1997,16-Jul-1997,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/M/6,1997,,,,"W. wheat 1995, set-aside 1996.",1,,previous cropping,,,,,,,,
R/M/6,1997,,,,Plant sampled were taken in December to assess investigation of cabbage stem flea beet. Pollen beet Cultivations were assessed on five occasions in March and April. Raceme sampled were taken in April to assess pollen beet eggs and larvae. Pod sampled were taken in May and June to assess seed weevil and pod ridged eggs and larvae. 155,1,,comment,,,,,,,,
R/RAW/8,1998,26-Aug-1997,,,ploughed,1,,tillage process,,,,,,,,
R/RAW/8,1998,26-Aug-1997,,,furrow pressed,1,1,tillage process,,,,,,,,
R/RAW/8,1998,26-Aug-1997,,,rolled,1,1,tillage process,,,,,,,,
R/RAW/8,1998,27-Aug-1997,,,rotary harrowed,1,1,tillage process,,,,,,,,
R/RAW/8,1998,27-Aug-1997,,,seed drilled,1,,seeding process,120,seeds/m2,,,,Apex,undressed,drilled
R/RAW/8,1998,03-Oct-1997,,,Clayton Metazachlor,1,,chemical pest control process,1.5,l/ha,200,l/ha,,,,
R/RAW/8,1998,14-Oct-1997,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,22-Oct-1997,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,27-Oct-1997,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,29-Oct-1997,,PESTCONT I,Decis,1,,chemical pest control process,500,kg/ha,200,l/ha,,,,
R/RAW/8,1998,07-Nov-1997,,,Punch C,1,,chemical pest control process,0.4,l/ha,200,l/ha,,,,
R/RAW/8,1998,12-Nov-1997,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,04-Feb-1998,,,34.5% N,1,,agronomic fertilization process,290,kg/ha,,,,,,
R/RAW/8,1998,17-Feb-1998,,,Folicur,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
R/RAW/8,1998,19-Feb-1998,,,Laser,1,,chemical pest control process,0.75,l/ha,100,l/ha,,,,
R/RAW/8,1998,19-Feb-1998,,,Chiltern Cropoil,1,,chemical pest control process,1.0,l/ha,100,l/ha,,,,
R/RAW/8,1998,02-Mar-1998,,,34.5% N,1,,agronomic fertilization process,350,kg/ha,,,,,,
R/RAW/8,1998,27-Mar-1998,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,02-Apr-1998,,PESTCONT I,Decis,1,,chemical pest control process,500,kg/ha,200,l/ha,,,,
R/RAW/8,1998,08-Apr-1998,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,17-Apr-1998,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,27-Apr-1998,,PESTCONT U,Metarhizium anisopliae,1,,chemical pest control process,10,l/ha,,,,,,
R/RAW/8,1998,16-Jul-1998,,,Reglone,1,,chemical pest control process,3.0,l/ha,400,l/ha,,,,
R/RAW/8,1998,16-Jul-1998,,,Headland Enhance LF,1,,chemical pest control process,400,ml/ha,400,l/ha,,,,
R/RAW/8,1998,24-Jul-1998,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
R/RAW/8,1998,,,,"S. barley 1996, w. wheat 1997",1,,previous cropping,,,,,,,,
W/BES/20,2000,08-Mar-2000,,,flexitined,1,,tillage process,,,,,,,,
W/BES/20,2000,16-Mar-2000,,CH,seed broadcast,1,,seeding process,200,seeds/m2,,,chickweed,,,broadcast
W/BES/20,2000,16-Mar-2000,,OA,seed broadcast,1,,seeding process,80,seeds/m2,,,oats,,,broadcast
W/BES/20,2000,16-Mar-2000,,,seed combination drilled,1,,seeding process,40,seeds/m2,,,,Quattro,,Accord drill
W/BES/20,2000,16-Mar-2000,,,rolled,1,1,tillage process,,,,,,,,
W/BES/20,2000,19-Apr-2000,,,Decis,1,,chemical pest control process,250,ml/ha,200,l/ha,,,,
W/BES/20,2000,03-May-2000,,W1SP,weeded,1,1,pest control process,,,,,,,,
W/BES/20,2000,03-May-2000,,W1DP,weeded,1,1,pest control process,,,,,,,,
W/BES/20,2000,15-May-2000,,"NO2,W2DP",weeded,1,1,pest control process,,,,,,,,
W/BES/20,2000,20-May-2000,,,Hallmark,1,,chemical pest control process,150,ml/ha,200,l/ha,,,,
W/BES/20,2000,20-May-2000,,NO1,Basagran SG,1,,chemical pest control process,1.65,kg/ha,220,l/ha,,,,
W/BES/20,2000,11-Jun-2000,,,Folio,1,,chemical pest control process,2.0,l/ha,200,l/ha,,,,
W/BES/20,2000,26-Jun-2000,,,Bravo 500,1,,chemical pest control process,1.5,l/ha,200,l/ha,,,,
W/BES/20,2000,26-Jun-2000,,,Folicur,1,,chemical pest control process,0.5,l/ha,200,l/ha,,,,
W/BES/20,2000,26-Jun-2000,,,Aphox,1,,chemical pest control process,280,kg/ha,200,l/ha,,,,
W/BES/20,2000,22-Aug-2000,,,combine harvested,1,,harvesting process,,,,,,,,combine harvester
W/BES/20,2000,,,,"potatoes and w. rape 1998, w. wheat 1999",1,,previous cropping,,,,,,,,
