Experiment,year,section,start date,new start date,end date,new end date,operation,amount,unit
Exhaustion Land,1949,all plots,03/01/1949,03/01/1949,10/01/1949,10/01/1949,ploughed,,
Exhaustion Land,1949,all plots,22/03/1949,22/03/1949,,,Springtined,,
Exhaustion Land,1949,all plots,23/03/1949,23/03/1949,,,Drilled,,
Exhaustion Land,1949,all plots,24/03/1949,24/03/1949,,,"Sulphate of ammonia applied, harrowed in",,
Exhaustion Land,1949,all plots,01/04/1949,01/04/1949,,,Rolled,,
Exhaustion Land,1949,all plots,09/08/1949,09/08/1949,,,Harvested,,
Exhaustion Land,1949,Variety,,,,,Plumage Archer,,
Exhaustion Land,1950,all plots,30-Aug-1949,30/08/1949,1-Sep-1949,1/09/1949,ploughed,,
Exhaustion Land,1950,all plots,14-Oct-1949,14/10/1949,,,Springtined,,
Exhaustion Land,1950,all plots,16-Dec-1949,16/12/1949,,,ploughed,,
Exhaustion Land,1950,all plots,8-Mar-1950,08/03/1950,,,Springtined,,
Exhaustion Land,1950,all plots,11-Mar-1950,11/03/1950,,,Springtined,,
Exhaustion Land,1950,all plots,14-Mar-1950,14/03/1950,,,Harrowed,,
Exhaustion Land,1950,all plots,15-Mar-1950,15/03/1950,,,Sulphate of ammonia drilled,,
Exhaustion Land,1950,all plots,15-Mar-1950,15/03/1950,,,"seed drilled, harrowed in, rolled",,
Exhaustion Land,1950,all plots,30-May-1950,30/05/1950,,,Thistles cut,,
Exhaustion Land,1950,all plots,7-Aug-1950,07/08/1950,,,Harvested,,
Exhaustion Land,1950,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1951,all plots,29-Aug-1950,29/08/1950,,,ploughed,,
Exhaustion Land,1951,all plots,27-Jan-1951,27/01/1951,,,ploughed,,
Exhaustion Land,1951,all plots,16/04/1951,16/04/1951,,,Seed drilled at 3 bushels per acre,,
Exhaustion Land,1951,all plots,16/04/1951,16/04/1951,,,Sulphate of ammonia drilled,,
Exhaustion Land,1951,all plots,03/09/1951,03/09/1951,,,Plumage Archer,,
Exhaustion Land,1952,all plots,14-Sept-1951,14/09/1951,,,ploughed,,
Exhaustion Land,1952,all plots,17/12/1951,17/12/1951,,,ploughed,,
Exhaustion Land,1952,all plots,28/02/1952,28/02/1952,,,Seed drilled at 3 bushels per acre,,
Exhaustion Land,1952,all plots,28/02/1952,28/02/1952,,,Sulphate of ammonia aplied,,
Exhaustion Land,1952,all plots,31-July-1952,31/07/1952,,,Harvested,,
Exhaustion Land,1952,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1953,all plots,4-Sept-1952,04/09/1952,,,ploughed,,
Exhaustion Land,1953,all plots,26-Feb-1953,26/02/1953,,,24 cwt sulphate of ammonia per acre applied,,
Exhaustion Land,1953,all plots,27-Feb-1953,27/02/1953,,,Seed drilled at 3 bushels per acre,,
Exhaustion Land,1953,all plots,26-May-1953,26/05/1953,,,sprayed vith M.C.P.A. 2 pints per acre,,
Exhaustion Land,1953,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1954,all plots,2-Sept-1953,02/09/1953,,,ploughed,,
Exhaustion Land,1954,all plots,21-Oct-1953,21/10/1953,,,ploughed,,
Exhaustion Land,1954,all plots,16-Mar-1954,16/03/1954,,,"seed drilled at 3 bushels per acre, sulphate of ammonia applied",,
Exhaustion Land,1954,all plots,28-Aug-1954,28/08/1954,,,Harvested,,
Exhaustion Land,1954,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1955,all plots,28-Sept-1954,28/09/1954,,,ploughed,,
Exhaustion Land,1955,all plots,31-Dec-1954,31/12/1954,,,1st dressing of ground chalk applied to acid areas,,
Exhaustion Land,1955,all plots,10-Jan-1955,10/01/1955,,,ploughed,,
Exhaustion Land,1955,all plots,18-Mar-1955,18/03/1955,,,2nd dressing of ground chalk applied,,
Exhaustion Land,1955,all plots,21-Mar-1955,21/03/1955,,,Nitro-chalk applied at 3.25 cwt per acre,,
Exhaustion Land,1955,all plots,22-Mar-1955,22/03/1955,,,Seed drilled at 3 bushels per acre,,
Exhaustion Land,1955,all plots,28-July-1955,28/07/1955,,,part of certain plots infested with wild oats (Avena fatua) cut and discarded,,
Exhaustion Land,1955,all plots,15-Aug-1955,15/08/1955,,,Harvested,,
Exhaustion Land,1955,all plots,51-Mar-1955,51/03/1955,,,sprayed with M.C.P.A. at 2.5 pints in 40 gallons per acre,,
Exhaustion Land,1955,all plots,None,,,,variety Plumage Archer. Note Wild oats were pulled by hand during August from the harvested areas,,
Exhaustion Land,1956,all plots,12-Sept-1955,12/09/1955,23-Sept-1955,23/09/1955,ploughed,,
Exhaustion Land,1956,all plots,25-Sept-1955,23/09/1955,,,"Ploughed the NE halves of plots 1, 2 (by the side land) were fallow to reduce the weed infestation.",,
Exhaustion Land,1956,all plots,21-Nov-1955,21/11/1955,,,ploughed,,
Exhaustion Land,1956,all plots,22-Nov-1955,22/11/1955,,,"Ploughed the NE halves of plots 1, 2 (by the side land) were fallow to reduce the weed infestation.",,
Exhaustion Land,1956,all plots,26-Mar-1956,26/03/1956,,,Nitro-chalk applied at 3.5 cwt per acre,,
Exhaustion Land,1956,all plots,3-Apr-1956,03/04/1956,,,Seed drilled at 3 bushels per acre,,
Exhaustion Land,1956,all plots,15-May-1956,15/05/1956,,,"Ploughed the NE halves of plots 1, 2 (by the side land) were fallow to reduce the weed infestation.",,
Exhaustion Land,1956,all plots,17-May-1956,17/05/1956,,,"sprayed with MCPA, at 3 pints in 40 gallons per acre",,
Exhaustion Land,1956,all plots,23-Aug-1956,23/08/1956,,,"Ploughed the NE halves of plots 1, 2 (by the side land) were fallow to reduce the weed infestation.",,
Exhaustion Land,1956,all plots,30-Aug-1956,30/08/1956,,,Harvested,,
Exhaustion Land,1956,Variety,,,,,Plumage Archer,,
Exhaustion Land,1957,barley - eastern half,,18/03/1957,,,fertilizers applied,,
Exhaustion Land,1957,barley - eastern half,,21/03/1957,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1957,barley - eastern half,,01/08/1957,,,Harvested,,
Exhaustion Land,1957,barley variety,,,,,Plumage Archer,,
Exhaustion Land,1957,cropped section,26-Sept-1956,26/09/1956,27-Sept-1956,27/09/1956,ploughed,,
Exhaustion Land,1957,cropped section,21-Mar-1957,21/03/1957,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1957,cropped section,21-Aug-1957,21/08/1957,,,Harvested,,
Exhaustion Land,1957,cropped section,None,,,,variety Plumage Archer,,
Exhaustion Land,1957,Cropped section - Eastern Half,26-Sept-1957,26/09/1956,,,ploughed,,
Exhaustion Land,1957,fallowed section,26-Sept-1956,26/09/1956,27-Sept-1956,27/09/1956,ploughed,,
Exhaustion Land,1957,fallowed section,4-May-1957,04/05/1957,,,sprayed with TCA at 20 lb in 80 gallons per acre,,
Exhaustion Land,1957,fallowed section,7-June-1957,07/06/1957,,,sprayed with TCA at 20 lb in 80 gallons per acre,,
Exhaustion Land,1957,fallowed section,26-June-1957,26/06/1957,,,ploughed,,
Exhaustion Land,1957,fallowed section,21-Aug-1957,21/08/1957,,,ploughed,,
Exhaustion Land,1957,fallowed section,None,,,,"Note. the grain was damaged by mice during storage, particularly that from plot 2",,
Exhaustion Land,1957,kale - eastern half,,04/04/1957,,,Seedbed N and PK applied,,
Exhaustion Land,1957,kale - eastern half,,27/04/1957,,,Seed drilled at 6 lb per acre,,
Exhaustion Land,1957,kale - eastern half,,28/06/1957,,,thinned,,
Exhaustion Land,1957,kale - eastern half,,02/07/1957,,,Nitrogen top-dressings applied,,
Exhaustion Land,1957,kale - eastern half,,13/07/1957,,,Nitrogen top-dressings applied,,
Exhaustion Land,1957,kale - eastern half,,02/12/1957,,,Harvested,,
Exhaustion Land,1957,kale variety,,,,,Thousand Head,,
Exhaustion Land,1957,potatoes - eastern half,,29/04/1957,,,fertilizers applied,,
Exhaustion Land,1957,potatoes - eastern half,,29/04/1957,,,potatoes hand planted,,
Exhaustion Land,1957,potatoes - eastern half,,06/07/1957,,,earthed up,,
Exhaustion Land,1957,potatoes - eastern half,,03/08/1957,,,"sprayed with copper fungicide, 5 lb in 40 gallons per acre",,
Exhaustion Land,1957,potatoes - eastern half,,21/08/1957,,,"sprayed with copper fungicide, 5 lb in 40 gallons per acre",,
Exhaustion Land,1957,potatoes - eastern half,,30/09/1957,,,Harvested,,
Exhaustion Land,1957,potatoes variety,,,,,Majestic,,
Exhaustion Land,1957,spring wheat - eastern half,,19/03/1957,,,fertilizers applied,,
Exhaustion Land,1957,spring wheat - eastern half,,21/03/1957,,,Seed drilled at 3.5 bushels per acre,,
Exhaustion Land,1957,spring wheat - eastern half,,19/08/1957,,,Harvested,,
Exhaustion Land,1957,spring wheat variety,,,,,Koga II,,
Exhaustion Land,1957,sugar beet - eastern half,,04/04/1957,,,fertilizers applied,,
Exhaustion Land,1957,sugar beet - eastern half,,15/04/1957,,,Seed drilled at 12 lb per acre,,
Exhaustion Land,1957,sugar beet - eastern half,,29/05/1957,,,Sprayed with miscible DDT at 3 pints in 20 gallons per acre,,
Exhaustion Land,1957,sugar beet - eastern half,,19/06/1957,,,singled,,
Exhaustion Land,1957,sugar beet - eastern half,,09/07/1957,,,Sprayed with demeton methyl at 12 fluid oz in 80 gallons per acre,,
Exhaustion Land,1957,sugar beet - eastern half,,07/11/1957,,,Harvested,,
Exhaustion Land,1957,sugar beet variety,,,,,Klein E,,
Exhaustion Land,1957,swedes - eastern half,,17/04/1957,,,fertilizers applied,,
Exhaustion Land,1957,swedes - eastern half,,27/04/1957,,,Seed drilled at 6 lb per acre,,
Exhaustion Land,1957,swedes - eastern half,,21/06/1957,,,singled,,
Exhaustion Land,1957,swedes - eastern half,,15/11/1957,,,Harvested,,
Exhaustion Land,1957,swedes variety,,,,,Wilhelmsburger,,
Exhaustion Land,1958,barley - eastern half,11-Apr-1958,11/04/1958,,,fertilizers applied,,
Exhaustion Land,1958,barley - eastern half,12-Apr-1958,12/04/1958,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1958,barley - eastern half,13-Aug-1958,13/08/1958,,,Harvested,,
Exhaustion Land,1958,barley - western half,,12/04/1958,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1958,barley - western half,,17/04/1958,,,Sulphate of ammonia applied at 2.5 cwt per acre,,
Exhaustion Land,1958,barley - western half,,28/05/1958,,,Sprayed with CMPP at 6 pints in 40 gallons per acre,,
Exhaustion Land,1958,barley - western half,,07/09/1958,,,combine harvested,,
Exhaustion Land,1958,barley variety,,,,,Plumage Archer,,
Exhaustion Land,1958,Cropped section - Eastern Half,26-Sept-1957,31/12/1957,,,ploughed,,
Exhaustion Land,1958,fallowed section - western half,31-Dec-1957,31/12/1957,,,ploughed,,
Exhaustion Land,1958,fallowed section - western half,16-June-1958,16/06/1958,,,ploughed,,
Exhaustion Land,1958,kale - eastern half,3-Dec-1957,03/12/1958,,,Harvested,,
Exhaustion Land,1958,kale - eastern half,14-Apr-1958,14/04/1958,,,"Seedbed N, FK applied",,
Exhaustion Land,1958,kale - eastern half,15-Apr-1958,15/04/1958,,,seed drilled at 3 lb per acre,,
Exhaustion Land,1958,kale - eastern half,10-June-1958,10/06/1958,,,thinned,,
Exhaustion Land,1958,kale - eastern half,5-July-1958,05/07/1958,,,Nitrogen top-dressings applied,,
Exhaustion Land,1958,kale - eastern half,27-Aug-1958,27/08/1958,,,Nitrogen top-dressings applied,,
Exhaustion Land,1958,potatoes - eastern half,9-Sept-1957,09/09/1958,,,Harvested,,
Exhaustion Land,1958,potatoes - eastern half,23-Apr-1958,23/04/1958,,,fertilizers applied,,
Exhaustion Land,1958,potatoes - eastern half,25-Apr-1958,25/04/1958,,,potatoes hand planted,,
Exhaustion Land,1958,potatoes - eastern half,8-July-1958,08/07/1958,,,earthed up,,
Exhaustion Land,1958,potatoes - eastern half,12-July-1958,12/07/1958,,,"sprayed with copper fungicide, 5 lb in 40 gallons per acre",,
Exhaustion Land,1958,potatoes - eastern half,6-Aug-1958,06/08/1958,,,"sprayed with copper fungicide, 3 lb and 1 pint spreader in 40 gallons per acre",,
Exhaustion Land,1958,potatoes - eastern half,,16/08/1958,,,"sprayed with copper fungicide, 3 lb and 1 pint spreader in 40 gallons per acre",,
Exhaustion Land,1958,spring wheat - eastern half,1-Sept-1957,01/09/1958,,,Harvested,,
Exhaustion Land,1958,spring wheat - eastern half,11-Apr-1958,11/04/1958,,,fertilizers applied,,
Exhaustion Land,1958,spring wheat - eastern half,12-Apr-1958,12/04/1958,,,seed drilled at 3.25 bushels per acre,,
Exhaustion Land,1958,sugar beet - eastern half,18-Nov-1957,18/11/1958,,,Harvested,,
Exhaustion Land,1958,sugar beet - eastern half,14-Apr-1958,14/04/1958,,,"fertilizers applied, seed drilled at 19 lb per acre",,
Exhaustion Land,1958,sugar beet - eastern half,6-June-1958,06/06/1958,,,singled,,
Exhaustion Land,1958,sugar beet - eastern half,7-July-1958,07/07/1958,,,sprayed with demeton methyl at 12 fluid oz in 40 gallons per acre,,
Exhaustion Land,1958,swedes - eastern half,5-Oct-1957,05/10/1958,,,Harvested,,
Exhaustion Land,1958,swedes - eastern half,15-May-1958,15/05/1958,,,"fertilizers applied, seed drilled at 5 lb per acre",,
Exhaustion Land,1958,swedes - eastern half,10-June-1958,10/06/1958,,,singled,,
Exhaustion Land,1959,all plots,16-Feb-1959,16/02/1959,,,ploughed,,
Exhaustion Land,1959,all plots,17-Mar-1959,17/03/1959,,,"Nitra-Shell applied, seed drilled at 2.75 bushels per acre",,
Exhaustion Land,1959,all plots,27-May-1959,27/05/1959,,,sprayed with CMPP at 4 pints in 40 gallons per acre,,
Exhaustion Land,1959,all plots,5-Aug-1959,05/08/1959,,,"Plots 5, 9 cut by hand",,
Exhaustion Land,1959,all plots,18-Aug-1959,18/08/1959,,,Remaining plots combine harvested,,
Exhaustion Land,1959,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1960,all plots,2-Sept-1959,02/09/1959,,,sprayed with dalapon at 4 lb in 40 gallons per acre,,
Exhaustion Land,1960,all plots,6-Sept-1959,06/09/1959,,,combine harvested,,
Exhaustion Land,1960,all plots,7-Sept-1959,07/09/1959,,,Ground chalk applied to plot 2 at 21 cwt per acre,,
Exhaustion Land,1960,all plots,17-Nov-1959,17/11/1959,,,ploughed,,
Exhaustion Land,1960,all plots,7-Mar-1960,07/03/1960,,,Applied Sulphate of Ammonia,,
Exhaustion Land,1960,all plots,17-Mar-1960,17/03/1960,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1960,all plots,25-May-1960,25/05/1960,,,Sprayed with CMPP at 6 pints in 40 gallons per acre,,
Exhaustion Land,1960,all plots,26-Aug-1960,26/08/19659,,,sprayed with dalapon at 8 lb in 20 gallons per acre,,
Exhaustion Land,1960,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1961,all plots,12-Oct-1960,12/10/1960,,,sprayed with dalapon at 10 lb in 40 gallons per acre,,
Exhaustion Land,1961,all plots,14-Nov-1960,14/11/1960,,,sprayed dalapon at 5 lb in 40 gallons per acre,,
Exhaustion Land,1961,all plots,16-Dec-1960,16/12/1960,,,ploughed,,
Exhaustion Land,1961,all plots,29-Mar-1961,29/03/1961,,,Nitro-chalk applied,,
Exhaustion Land,1961,all plots,12-Apr-1961,12/04/1961,,,seed drilled at 2.75 bushels per acre,,
Exhaustion Land,1961,all plots,19-May-1961,19/05/1961,,,Sprayed with CMPP at 6 pints in 40 gallons per acre,,
Exhaustion Land,1961,all plots,29-Aug-1961,29/08/1961,,,combine harvested,,
Exhaustion Land,1961,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1962,all plots,8-Sept-1961,08/09/1961,,,Plots 5 and 6 and part of 2 sprayed with dalapon at 8 lb in 40 gallons per acre,,
Exhaustion Land,1962,all plots,14-Sept-1961,14/09/1961,,,combine harvested,,
Exhaustion Land,1962,all plots,27-Sept-1961,27/09/1961,,,sprayed with dalapon at 4 lb in 40 gallons per acre,,
Exhaustion Land,1962,all plots,31-Oct-1961,31/10/1961,,,ploughed,,
Exhaustion Land,1962,all plots,28-Mar-1962,28/03/1962,,,"Nitro-chalk applied, seed drilled at 3 bushels per acre",,
Exhaustion Land,1962,all plots,4-June-1962,04/06/1962,,,sprayed with MCPA/TBA at 4 pints 40 gallons per acre,,
Exhaustion Land,1962,all plots,None,,,,variety Plumage Archer,,
Exhaustion Land,1963,all plots,5-Sept-1962,05/09/1962,,,combine harvested,,
Exhaustion Land,1963,all plots,27-Sept-1962,27/09/1962,,,sprayed with dalapon at 7.4 lb in 40 gallons per acre,,
Exhaustion Land,1963,all plots,16-Oct-1962,16/10/1962,,,"sprayed with dalapon, again at 3.7 lb in 40 gallons per acre",,
Exhaustion Land,1963,all plots,27-Mar-1963,27/03/1963,,,ploughed,,
Exhaustion Land,1963,all plots,8-Apr-1963,08/04/1963,,,seed combine drilled at 2 bushels per acre,,
Exhaustion Land,1963,all plots,all-June-1963,11/06/1963,,,sprayed with MCPA/TBA at 4 pints 40 gallons per acre,,
Exhaustion Land,1963,all plots,None,,,,variety Proctor,,
Exhaustion Land,1964,all plots,25-Sept-1963,25/09/1963,,,sprayed with dalapon at 5.9 lb in 40 gals,,
Exhaustion Land,1964,all plots,14-Oct-1963,14/10/1963,,,sprayed with dalapon at 5.9 lb in 40 gals,,
Exhaustion Land,1964,all plots,1-Nov-1963,01/11/1963,,,ploughed,,
Exhaustion Land,1964,all plots,6-Mar-1964,06/03/1964,,,seed combine drilled at 2.75 bushels,,
Exhaustion Land,1964,all plots,27-Mar-1964,27/03/1964,,,"sprayed with mecoprop/2,4-D (Methoxone extra at 6 pints in 40 gals)",,
Exhaustion Land,1964,all plots,21-Aug-1964,21/08/1964,,,combine harvested,,
Exhaustion Land,1965,all plots,1-Sept-1964,01/09/1964,,,combine harvested,,
Exhaustion Land,1965,all plots,2-Nov-1964,02/11/1964,,,ploughed,,
Exhaustion Land,1965,all plots,15-Mar-1965,15/03/1965,,,seed combine drilled at 160 lb,,
Exhaustion Land,1965,all plots,22-May-1965,22/05/1965,,,sprayed with MCPA at 1.13 lb and dicamba at 0.08 lb in 40 gals,,
Exhaustion Land,1965,all plots,,,,,"Estimates were made of the incidence of Eyespot (Cercosporella herpotrichoides), take-all (Ophicbolus graminis)",,
Exhaustion Land,1966,all plots,18-Oct-1965,18/10/1965,,,sprayed with dalapon at 8.9 lb a.e. in 40 gals,,
Exhaustion Land,1966,all plots,22-Nov-1965,22/11/1965,,,ploughed,,
Exhaustion Land,1966,all plots,11-Mar-1966,11/03/1966,,,seed combine drilled at 156 lb,,
Exhaustion Land,1966,all plots,27-May-1966,27/05/1966,,,"sprayed with mecoprop/2,4-D (Methoxone extra at 6 pints in 40 gals)",,
Exhaustion Land,1966,all plots,26-Aug-1966,26/08/1966,,,combine harvested,,
Exhaustion Land,1966,all plots,None,,,,variety Maris Badger,,
Exhaustion Land,1967,all plots,16-Sept-1966,16/09/1966,,,sprayed with dalapon at 11 lb a.e. in 40 gals,,
Exhaustion Land,1967,all plots,18-Sept-1966,18/09/1966,,,ploughed,,
Exhaustion Land,1967,all plots,30-Mar-1967,30/03/1967,,,rotary cultivated,,
Exhaustion Land,1967,all plots,2-May-1967,02/05/1967,,,rotary cultivated,,
Exhaustion Land,1967,all plots,2-June-1967,02/06/1967,,,rotary cultivated,,
Exhaustion Land,1967,all plots,30-June-1967,30/06/1967,,,Deep-tine cultivated,,
Exhaustion Land,1967,all plots,12-July-1967,12/07/1967,,,rotary cultivated,,
Exhaustion Land,1968,all plots,5-Sept-1967,05/09/1967,,,ploughed,,
Exhaustion Land,1968,all plots,28-Feb-1968,28/02/1968,,,seed combine drilled at 140 lb,,
Exhaustion Land,1968,all plots,17-May-1968,17/05/1968,,,sprayed with dicamba mecoprop and MCPA (Banlene Plus at 4 pints in 32 gals),,
Exhaustion Land,1968,all plots,21-Aug-1968,21/08/1968,,,combine harvested,,
Exhaustion Land,1969,all plots,1-Oct-1968,01/10/1968,,,sprayed with paraquat at 0.5 lb ion in 25 gals,,
Exhaustion Land,1969,all plots,28-Oct-1968,28/10/1968,,,ploughed,,
Exhaustion Land,1969,all plots,10-Mar-1969,10/03/1969,,,seed combine drilled at 140 lb,,
Exhaustion Land,1969,all plots,23-May-1969,23/05/1969,,,"sprayed with MCPA, mecoprop, dicambe (Banlene Plus at 4 pints in 20 gals)",,
Exhaustion Land,1969,all plots,22-Aug-1969,22/08/1969,,,combine harvested,,
Exhaustion Land,1969,all plots,28-Aug-1969,28/08/1969,,,rotary cultivated,,
Exhaustion Land,1970,all plots,18-Sept-1969,18/09/1969,,,sprayed with paraquat at 0.5 lb ion in 20 gals,,
Exhaustion Land,1970,all plots,16-Oct-1969,16/10/1969,,,ploughed,,
Exhaustion Land,1970,all plots,20-Mar-1970,20/03/1970,,,seed combine drilled at 140 lb,,
Exhaustion Land,1970,all plots,26-May-1970,26/05/1970,,,"sprayed with MCPA, mecoprop, dicamba (Banlene Plus at 4 pints in 20 gals)",,
Exhaustion Land,1970,all plots,15-Aug-1970,15/08/1970,,,combine harvested,,
Exhaustion Land,1971,all plots,9-Sept-1970,09/09/1970,,,ploughed,,
Exhaustion Land,1971,all plots,25-Feb-1971,25/02/1971,,,seed combine drilled at 157 kg,,
Exhaustion Land,1971,all plots,11-May-1971,11/05/1971,,,"sprayed with ioxynil octanoate bromoxynil octanoate, the iso-octyl ester of dichlorprop (Oxytril P at 1.4 l in 225 l)",,
Exhaustion Land,1971,all plots,17-Aug-1971,17/08/1971,,,combine harvested,,
Exhaustion Land,1972,all plots,10-Sept-1971,10/09/1971,,,sprayed with aminotriazole at 4.5 kg and ammonia thiocyanate at 4.1 kg in 220 l,,
Exhaustion Land,1972,all plots,8-Nov-1971,08/11/1971,,,ploughed,,
Exhaustion Land,1972,all plots,16-Mar-1972,16/03/1972,,,seed combine drilled,,
Exhaustion Land,1972,all plots,18-May-1972,18/05/1972,,,"sprayed with MCPA, mecoprop, dicamba (Banlene Plus at 5.6 l in 220 l)",,
Exhaustion Land,1972,all plots,23-Aug-1972,23/08/1972,,,combine harvested,,
Exhaustion Land,1973,all plots,12-Sept-1972,12/09/1972,,,ploughed,,
Exhaustion Land,1973,all plots,9-Mar-1973,09/03/1973,,,seed sown,,
Exhaustion Land,1973,all plots,18-May-1973,18/05/1973,,,"sprayed with dicamba mecoprop, MCPA (Tetralex Plus at 7.0 l in 200 l)",,
Exhaustion Land,1973,all plots,9-Aug-1973,09/08/1973,,,combine harvested,,
Exhaustion Land,1974,all plots,12-Sept-1973,12/09/1973,,,autumn weedkiller applied,,
Exhaustion Land,1974,all plots,4-Oct-1973,04/10/1973,,,ploughed,,
